"","prob1","prob2","prob3","label"
"3246",3.00581856710684e-23,5.28213176732703e-08,0.999999947178682,3
"3247",2.25553070363355e-23,1.22757977508407e-09,0.99999999877242,3
"3248",0.999936758324325,6.32416756747784e-05,1.80868667281698e-22,1
"3249",2.65585490646071e-20,1.13746161692197e-06,0.999998862538383,3
"3250",1.58657332929924e-38,4.26086278349238e-13,0.999999999999574,3
"3251",7.5633354911882e-34,1.05107732444868e-07,0.999999894892268,3
"3252",1.48667957843736e-42,2.24210555966577e-14,0.999999999999978,3
"3253",1.90365143381456e-41,5.40671342645916e-13,0.999999999999459,3
"3254",3.22253891760289e-15,0.307573384648247,0.69242661535175,3
"3255",5.21922811244192e-23,2.89333930204903e-08,0.999999971066607,3
"3256",3.42213658116898e-13,0.795066135163323,0.204933864836334,2
"3257",5.83769788384507e-11,0.882109336684361,0.117890663257262,2
"3258",8.27588067243389e-21,9.7331232518028e-07,0.999999026687675,3
"3259",2.56213654770337e-18,2.11404640629205e-06,0.999997885953594,3
"3260",5.68917385383148e-10,0.999998909165483,1.09026559928849e-06,2
"3261",2.15696525321241e-40,3.09136221495496e-11,0.999999999969086,3
"3262",6.78028523218323e-33,1.6982460132463e-10,0.999999999830175,3
"3263",7.3618612111004e-108,2.54509706511108e-32,1,3
"3264",3.30057772448923e-53,3.14819861191509e-14,0.999999999999968,3
"3265",9.13518342190335e-11,0.997298700166172,0.0027012997424762,2
"3266",2.83427716982842e-35,1.34483466165504e-12,0.999999999998655,3
"3267",5.84165593146523e-33,3.03241810586256e-12,0.999999999996968,3
"3268",9.07673136043708e-47,1.82118027753315e-14,0.999999999999982,3
"3269",7.31792879080313e-115,9.80873337537254e-32,1,3
"3270",0.999999588348829,4.11651170734121e-07,2.69168921754104e-26,1
"3271",1.60542717553261e-40,1.68562040991305e-11,0.999999999983144,3
"3272",4.05374456741617e-10,0.999972917204979,2.70823896469149e-05,2
"3273",1.57890251710604e-30,1.63313783996187e-10,0.999999999836686,3
"3274",9.79648392667026e-15,0.00381356518113899,0.996186434818851,3
"3275",1,3.05211037500226e-16,7.12924528431972e-56,1
"3276",1.22104352824612e-38,4.10499103251549e-12,0.999999999995895,3
"3277",1.80880845086371e-10,0.997846373354724,0.0021536264643949,2
"3278",1,2.08383537675919e-17,1.04250485177895e-38,1
"3279",5.02083519075162e-06,0.999994978999009,1.65800759950924e-10,2
"3280",0.999021449954091,0.000978550045865155,4.36660559473092e-14,1
"3281",6.7504781440161e-89,9.98997708038583e-23,1,3
"3282",1.86233375910632e-16,0.00284174314416547,0.997158256855834,3
"3283",2.12321384282981e-18,0.000945408213408203,0.999054591786592,3
"3284",8.21251730355763e-15,0.235097906219833,0.764902093780159,3
"3285",1.87759748494866e-42,5.20048493624165e-15,0.999999999999995,3
"3286",1.54965118434295e-15,0.00449860286114162,0.995501397138857,3
"3287",0.999999999995817,4.18247144594736e-12,1.7352035720324e-43,1
"3288",4.4017338868257e-24,2.70663068982685e-08,0.999999972933693,3
"3289",0.0876855854000688,0.912314414595225,4.70589061926998e-12,2
"3290",2.90640727261441e-09,0.990356563883457,0.00964343321013598,2
"3291",1.31252228093413e-09,0.999981866451056,1.81322364218641e-05,2
"3292",0.999967930453299,3.20695467008378e-05,1.09359654615929e-18,1
"3293",2.62549831414024e-29,7.79548963793743e-12,0.999999999992205,3
"3294",8.82994242805462e-44,7.66519201596851e-12,0.999999999992335,3
"3295",4.1923394651442e-12,0.990011426217156,0.00998857377865222,2
"3296",3.1083393824098e-40,1.2646216246802e-10,0.999999999873538,3
"3297",2.54136065686929e-59,7.85979282460185e-16,0.999999999999999,3
"3298",1.73696593565754e-45,2.34511330184865e-14,0.999999999999976,3
"3299",2.53782405077086e-23,4.39366706084656e-08,0.999999956063329,3
"3300",9.87930202956063e-23,2.97131233182801e-06,0.999997028687668,3
"3301",2.65972649690668e-34,1.23461055995382e-12,0.999999999998765,3
"3302",1.65587596955054e-20,0.000130904505283993,0.999869095494716,3
"3303",2.0054878469027e-18,1.75248172815923e-06,0.999998247518272,3
"3304",2.84914030392545e-25,2.53301803554953e-09,0.999999997466982,3
"3305",1.75796178676876e-10,0.999590817946192,0.000409181878011953,2
"3306",0.999993651486102,6.34851389788227e-06,1.61784077306669e-18,1
