"","Embryos0002","Embryos0204","Embryos0406","Embryos0608","Embryos0810","Embryos1012","Embryos1214","Embryos1416","Embryos1618","Embryos1820","Embryos2022","Embryos2224"
"FBgn0051104",0,0,0,2,0,15,28,7,8,41,784,1408
"FBgn0051105",3,7,17,4,8,11,22,2,7,19,13,41
"FBgn0051106",3,29,137,68,62,33,47,63,498,1373,1255,3886
"FBgn0051108",7193,6068,4616,2642,3174,3241,7532,2941,3327,1692,2660,5676
"FBgn0051109",1990,1334,2592,1247,1265,1221,2208,722,790,621,386,1149
"FBgn0051111",476,732,1527,577,590,596,883,160,265,150,126,348
"FBgn0051115",11,20,198,115,75,109,102,72,60,32,15,33
"FBgn0051116",12,24,273,74,68,91,283,679,1951,3161,2686,5818
"FBgn0051118",135,463,2249,1484,1729,3666,4357,2654,2122,1788,689,1652
"FBgn0051119",211,302,587,237,135,88,94,92,65,68,25,54
"FBgn0051120",135,34,111,86,81,129,111,34,48,34,11,29
"FBgn0051121",47,159,670,4915,10567,20898,17395,8145,2789,4145,1233,2061
"FBgn0051122",8890,4180,12377,6410,5641,5819,9370,8081,5504,4027,2079,4278
"FBgn0051125",107,443,2815,2321,1243,825,510,297,155,143,79,180
"FBgn0051126",780,422,1163,716,714,1408,1591,1025,987,928,435,932
"FBgn0051128",0,0,0,0,3,0,0,1,4,3,0,0
"FBgn0051133",1059,558,1272,639,729,1052,1406,840,678,355,157,463
"FBgn0051139",7,59,170,106,76,40,16,5,0,1,0,1
"FBgn0051140",5,6,18,58,121,778,2862,4687,4365,4415,2408,4936
"FBgn0051141",1,99,179,25,27,18,11,4,2,8,0,8
"FBgn0051145",231,109,250,681,1119,3298,6780,6295,5674,4976,1793,3632
"FBgn0051146",6,8,28,93,235,1242,3192,2378,2566,1872,448,1025
"FBgn0051148",19,31,41,19,21,25,40,45,49,63,666,792
"FBgn0051150",181,782,8759,8433,7566,8922,13681,9246,6989,7338,4004,8524
"FBgn0051151",16743,8380,12442,10700,10262,10284,14230,9939,7562,7538,3024,6187
"FBgn0051155",2083,2431,4868,2758,2242,2582,2597,1191,1058,494,760,1534
"FBgn0051156",2701,1222,4290,2215,1701,1959,2693,1459,941,756,454,970
"FBgn0051157",0,0,2,1,9,27,106,52,33,18,18,33
"FBgn0051158",16537,8336,14142,8564,7888,9129,12549,8700,4910,7042,3175,6639
"FBgn0051159",1275,1141,2108,1224,1116,1504,1916,1505,1528,1263,508,1129
"FBgn0051161",32,109,254,91,75,58,70,31,53,40,25,57
"FBgn0051163",15907,11794,21039,14705,15182,17164,22058,15709,12576,8319,7038,11806
"FBgn0051164",0,0,0,0,0,0,1,0,0,0,0,0
"FBgn0051169",972,1281,3141,1734,1365,582,980,285,263,219,125,411
"FBgn0051174",2,14,30,10,13,11,48,6,20,8,11,23
"FBgn0051176",30,10,10,34,101,343,843,2185,2649,3186,1414,2954
"FBgn0051183",3,4,25,49,92,72,102,233,372,1109,1234,2360
"FBgn0051184",1921,2473,6411,2943,1972,2239,2274,917,779,527,306,644
"FBgn0051189",0,0,0,3,14,48,53,4,0,0,1,0
"FBgn0051191",5,3,10,12,7,17,119,377,1021,1483,931,2313
"FBgn0051195",12343,12138,39291,30100,27672,34043,46696,17449,13177,11194,3791,8751
"FBgn0051198",45,25,48,81,127,199,387,3414,18602,54763,57768,114256
"FBgn0051199",0,1,1,0,3,5,21,25,36,73,40,94
"FBgn0051200",0,1,0,0,0,0,11,36,37,69,36,91
"FBgn0051201",83,35,112,59,94,280,1565,2659,3865,3504,979,2523
"FBgn0051202",8,47,96,29,22,23,26,6,8,5,3,8
"FBgn0051204",0,1,2,5,10,1,4,3,2,4,0,2
"FBgn0051205",0,1,1,4,1,0,1,1,0,0,3,5
"FBgn0051206",1,3,9,4,6,6,7,5,3,10,6,18
"FBgn0051207",0,0,0,1,3,9,20,0,1,1,0,1
"FBgn0051211",4606,6020,17436,12176,9604,8857,10893,10570,7788,7924,4758,8644
"FBgn0051213",0,2,6,12,9,3,28,14,11,9,5,8
"FBgn0051216",360,314,174,66,136,358,812,481,669,668,490,1105
"FBgn0051217",857,1329,815,458,812,3540,4708,2885,1677,1986,2761,5740
"FBgn0051219",0,7,4,2,2,14,11,7,9,15,10,19
"FBgn0051220",1,4,12,5,5,22,26,23,21,29,8,23
"FBgn0051221",5,12,173,197,207,114,236,533,1864,2548,2001,6461
"FBgn0051223",948,1481,3391,1340,986,835,1056,439,355,266,193,513
"FBgn0051224",24763,7969,24282,20842,17935,14016,25791,18987,16645,15060,5927,12592
"FBgn0051225",0,0,0,0,0,0,10,1,5,6,3,6
"FBgn0051226",0,0,0,0,5,1,1,0,0,1,1,4
"FBgn0051229",1193,699,2284,1535,1676,3280,2854,2254,2203,2074,1260,2252
"FBgn0051230",1,1,2,9,10,4,16,5,9,3,0,6
"FBgn0051231",7,23,58,27,15,11,15,4,2,4,1,5
"FBgn0051233",40,24,41,50,102,97,154,1676,15127,54441,50938,104015
"FBgn0051235",15,19,67,358,1157,4753,4424,5085,3202,1429,191,483
"FBgn0051244",5,15,84,41,28,8,6,1,3,4,1,4
"FBgn0051245",0,4,10,8,9,2,6,1,1,2,2,0
"FBgn0051246",4,100,469,235,156,168,756,176,270,155,38,159
"FBgn0051248",1,4,18,21,36,164,550,239,172,118,167,429
"FBgn0051249",2611,166,775,825,990,1586,1710,776,507,309,142,332
"FBgn0051251",590,172,759,527,489,438,517,108,82,52,20,68
"FBgn0051259",6,6,8,11,34,74,339,1478,3770,4917,1804,3109
"FBgn0051262",268,53,14,1,8,6,29,13,3,14,149,297
"FBgn0051265",4,1,2,2,2,5,7,54,299,1494,1586,3308
"FBgn0051266",8,4,3,4,10,10,7,74,414,2094,2547,5269
"FBgn0051267",3,1,1,0,1,3,2,26,239,1331,1423,3624
"FBgn0051268",2,10,33,6,0,3,39,19,5,11,10,23
"FBgn0051269",0,0,0,0,0,1,3,2,26,108,188,426
"FBgn0051272",6,37,146,140,378,1267,1419,817,497,1183,1438,5721
"FBgn0051274",0,0,0,0,1,1,5,0,0,0,0,0
"FBgn0051278",277,246,797,486,356,535,733,567,432,296,140,295
"FBgn0051279",155,72,62,23,30,45,62,26,23,11,7,32
"FBgn0051281",0,0,0,1,3,3,2,8,11,8,3,3
"FBgn0051286",0,0,0,0,0,0,0,0,0,3,2,9
"FBgn0051287",2,5,19,11,5,13,20,11,14,4,1,8
"FBgn0051288",1,0,12,4,14,21,89,114,130,445,1813,5479
"FBgn0051291",17,29,87,226,520,1805,3161,3677,3789,5029,1358,2414
"FBgn0051294",0,0,0,0,2,0,0,3,3,2,0,0
"FBgn0051296",2,0,0,0,3,1,2,2,2,10,3,13
"FBgn0051300",4,5,9,57,92,1393,5083,292,136,118,491,1225
"FBgn0051301",5651,7627,16712,9138,7427,5639,8688,3900,3413,2198,2828,5589
"FBgn0051302",13,31,106,288,540,1760,3502,8470,8622,11265,4492,7242
"FBgn0051304",3019,1534,1881,1676,2230,3085,5172,7495,7435,6873,2963,6022
"FBgn0051313",39,189,565,1685,3169,6294,5916,1948,596,338,366,840
"FBgn0051314",3766,2141,9519,3758,4852,5845,11187,8107,5643,5262,1321,3197
"FBgn0051315",0,0,0,0,0,0,0,0,1,0,0,0
"FBgn0051320",1212,1125,817,389,759,896,1511,585,554,269,248,615
"FBgn0051321",6,69,77,64,67,488,754,123,55,1018,2505,4375
"FBgn0051323",7,13,37,34,69,449,998,1121,2086,2116,1248,3451
"FBgn0051324",3,5,7,67,81,520,846,1044,1080,1233,899,1628
"FBgn0051326",0,0,5,15,9,2,3,3,1,13,46,65
"FBgn0051327",0,0,0,0,1,0,0,0,0,0,0,1
"FBgn0051337",8,4,8,60,164,572,986,1418,1996,1493,860,2060
"FBgn0051342",21619,8859,26312,15211,10989,7882,11252,7507,5116,4094,1635,3908
"FBgn0051343",32,19,70,47,96,141,414,3431,13983,29895,21398,47720
"FBgn0051344",2192,637,767,754,743,2715,8077,12835,2452,642,156,332
"FBgn0051345",1,2,1,7,5,18,123,191,479,779,525,1174
"FBgn0051347",6,21,119,56,61,85,84,35,28,44,34,69
"FBgn0051352",1,11,43,45,52,139,196,167,181,252,108,237
"FBgn0051353",0,0,0,0,0,0,1,0,3,1,1,0
"FBgn0051354",0,0,2,0,3,32,16,1,0,0,4,4
"FBgn0051357",5358,6287,17784,9143,6201,6115,7387,4760,4052,4840,1890,4464
"FBgn0051360",285,172,266,260,387,494,508,86,146,88,94,192
"FBgn0051361",7,96,456,142,147,648,716,659,986,1550,703,1653
"FBgn0051363",11241,14979,41420,27651,30045,35311,57222,16943,16171,5866,4727,11303
"FBgn0051365",7669,8550,16707,10028,7995,6785,6620,3648,2752,1771,2835,4461
"FBgn0051367",2183,4089,16447,7845,5750,4391,7479,3034,2367,1451,1225,2552
"FBgn0051368",4517,5782,27636,7576,5808,4686,6871,2557,1630,1010,480,1257
"FBgn0051370",3,1,2,5,5,39,117,78,71,121,124,394
"FBgn0051371",1,4,8,121,194,1997,2130,66,47,48,23,66
"FBgn0051373",318,307,533,160,132,183,153,108,128,239,300,694
"FBgn0051374",20,42,134,176,209,723,2509,5607,5664,7284,4251,7630
"FBgn0051380",0,1,0,0,3,2,1,1,8,8,0,4
"FBgn0051386",1,3,26,4,3,7,17,63,123,157,54,230
"FBgn0051388",663,913,2205,1192,831,696,894,433,356,458,240,607
"FBgn0051389",0,5,5,12,5,1,10,19,10,14,3,14
"FBgn0051390",2066,2377,5281,2821,2884,3505,3077,1306,859,707,449,900
"FBgn0051391",2,26,55,19,10,6,28,13,8,6,6,11
"FBgn0051392",2026,1271,2373,1310,1156,1079,1148,811,599,506,353,669
"FBgn0051404",1,2,8,7,4,1,1,1,3,1,0,0
"FBgn0051406",0,0,13,4,7,5,8,0,0,4,1,5
"FBgn0051407",1,0,0,5,6,0,7,2,3,5,1,2
"FBgn0051410",2,4,46,17,19,66,160,438,605,643,329,935
"FBgn0051413",0,1,7,11,21,5,9,2,2,0,0,0
"FBgn0051414",6,67,572,499,417,394,600,1196,1475,678,139,462
"FBgn0051415",1,10,38,20,28,21,35,8,7,11,1,12
"FBgn0051419",0,0,0,0,0,0,0,0,0,1,0,1
"FBgn0051423",0,0,1,1,0,2,0,0,3,16,8,19
"FBgn0051427",0,0,2,1,0,1,5,18,31,48,64,226
"FBgn0051431",891,396,2944,3894,3424,4976,7003,2191,1711,2026,1126,2815
"FBgn0051436",1,4,5,12,57,308,695,271,208,490,390,1129
"FBgn0051437",0,5,41,13,9,1,10,11,29,19,6,6
"FBgn0051438",0,0,0,0,0,1,0,0,1,1,0,2
"FBgn0051439",5,11,53,50,54,9,45,124,177,281,170,836
"FBgn0051441",1137,958,1647,768,658,672,824,407,306,293,119,269
"FBgn0051445",4,4,19,17,50,56,59,67,115,199,464,1226
"FBgn0051446",2,1,9,5,10,28,111,222,1042,1693,1576,4020
"FBgn0051450",2229,802,2571,1679,1756,2871,3266,2221,2421,2063,922,1930
"FBgn0051453",7287,6625,9325,3884,3785,3924,2915,1227,686,468,245,662
"FBgn0051454",2,13,39,31,23,31,41,27,109,351,642,1413
"FBgn0051457",3626,1786,3496,1748,1810,2024,1887,1293,958,675,595,1180
"FBgn0051459",0,0,1,0,1,1,1,0,0,0,0,0
"FBgn0051460",1259,904,2091,1399,1333,1401,1268,655,456,221,177,366
"FBgn0051461",0,0,0,0,0,0,0,4,2,0,0,1
"FBgn0051462",30,261,2156,1489,1600,1685,3511,1956,1517,1874,482,986
"FBgn0051463",7,3,13,36,110,298,435,720,1156,875,688,1507
"FBgn0051464",0,3,3,7,0,6,2,5,12,32,40,141
"FBgn0051465",1,12,9,5,10,3,14,3,1,5,0,9
"FBgn0051467",17,175,558,235,110,102,238,102,90,59,31,95
"FBgn0051469",2,41,107,56,34,53,95,14,6,14,11,32
"FBgn0051472",2758,1177,1519,569,465,511,546,333,583,739,464,906
"FBgn0051473",9,64,146,58,38,48,50,26,24,31,22,35
"FBgn0051475",9,10,20,30,55,152,613,3955,4917,1988,767,1758
"FBgn0051477",679,672,1298,340,206,232,380,161,159,100,143,292
"FBgn0051481",8,69,469,780,801,918,1208,909,890,845,273,578
"FBgn0051482",0,0,0,0,2,0,0,3,0,0,2,0
"FBgn0051493",1,0,1,1,0,3,3,1,0,0,1,1
"FBgn0051495",1338,942,1240,620,694,656,789,488,410,187,250,623
"FBgn0051496",2,1,15,1,7,6,12,120,144,295,647,1415
"FBgn0051498",0,3,10,8,12,3,7,9,14,6,2,11
"FBgn0051501",0,3,22,6,3,1,0,0,0,2,0,4
"FBgn0051510",3086,2829,3512,2491,3121,2479,7066,1904,2157,1297,1401,3577
"FBgn0051515",0,0,0,1,0,3,0,0,1,0,0,1
"FBgn0051516",4,21,83,33,71,102,115,93,221,341,48,95
"FBgn0051522",210,139,660,647,753,1141,2381,2623,7993,3046,488,1187
"FBgn0051523",6503,6541,13162,9315,9245,11876,23741,14034,28145,13148,6161,16342
"FBgn0051524",0,0,1,0,0,3,0,0,0,0,0,0
"FBgn0051525",1,10,63,69,90,79,136,26,22,19,30,71
"FBgn0051526",3,1,0,1,0,0,2,0,1,0,0,3
"FBgn0051528",5,7,15,21,29,18,64,96,113,122,91,201
"FBgn0051530",8,21,57,210,415,1239,1862,1236,1223,1898,2080,4622
"FBgn0051531",4927,3972,13273,6948,6882,8617,18649,13755,12143,10761,6437,15117
"FBgn0051533",0,0,1,0,1,0,0,0,0,1,0,0
"FBgn0051534",8884,6690,19381,11283,9269,9512,17040,13205,12642,11979,6039,12781
"FBgn0051536",78,725,6217,3950,3694,4760,8485,4595,4086,3895,2261,5057
"FBgn0051538",2,23,73,109,119,51,183,162,181,256,153,399
"FBgn0051544",0,0,0,0,0,0,1,2,1,0,0,0
"FBgn0051546",13,7,33,24,7,19,21,12,8,13,31,43
"FBgn0051547",15,78,211,166,124,216,434,1997,5014,12368,8724,16912
"FBgn0051548",2503,264,984,1031,1302,3574,3515,4838,3980,4174,2198,4440
"FBgn0051549",7194,7039,6354,1460,2216,5045,4462,5305,3742,3901,2522,5431
"FBgn0051550",2830,3344,7653,5599,4484,4793,6601,4301,3297,3473,1295,2863
"FBgn0051551",5,41,38,21,13,6,2,5,1,8,3,5
"FBgn0051555",3,6,27,96,126,41,122,81,292,802,750,2120
"FBgn0051556",0,0,0,0,1,3,17,92,64,10,0,0
"FBgn0051559",52,44,157,431,636,6306,14451,27130,7170,1456,185,388
"FBgn0051560",0,0,0,0,0,0,2,3,0,0,0,0
"FBgn0051561",2,1,2,5,12,27,162,1224,355,23,1,7
"FBgn0051562",0,0,1,4,21,30,30,10,2,6,1,2
"FBgn0051600",0,0,2,1,2,1,2,0,1,1,0,4
"FBgn0051601",4,0,4,1,4,3,11,2,4,1,2,4
"FBgn0051606",0,4,8,2,1,2,2,3,5,16,4,13
"FBgn0051607",172,4291,1959,820,1688,851,743,976,6444,9295,3356,8528
"FBgn0051612",383,492,631,249,307,207,593,161,176,124,112,272
"FBgn0051619",33,92,631,790,847,2564,4639,3476,4063,5860,2784,6084
"FBgn0051624",0,4,3,3,2,1,0,1,1,0,0,1
"FBgn0051626",1,0,1,1,0,0,0,1,52,65,2,4
"FBgn0051627",3,8,30,21,23,17,57,5,21,19,9,38
"FBgn0051630",1617,315,663,426,384,944,1382,485,540,688,388,768
"FBgn0051632",17,50,348,967,1417,3193,4953,4770,3581,4077,1659,2856
"FBgn0051633",1139,902,500,237,433,644,1299,883,1064,867,624,1494
"FBgn0051634",10,73,488,1644,2847,3925,3599,2300,1518,1123,210,547
"FBgn0051635",13329,5027,13931,7669,6154,4373,7819,8435,8505,10112,6137,12308
"FBgn0051636",0,1,30,67,59,126,181,109,63,103,38,90
"FBgn0051637",4945,2066,3119,2917,3760,7168,9252,9315,5341,3814,1723,3304
"FBgn0051638",2882,1896,10667,6102,4986,5395,5863,2602,2063,1726,720,1640
"FBgn0051639",0,0,1,1,2,0,0,0,0,0,0,2
"FBgn0051641",10870,1654,877,323,454,1960,5426,2641,3067,2343,1054,3248
"FBgn0051642",3,47,198,45,53,81,133,150,77,44,23,64
"FBgn0051643",3018,2285,3407,1632,1868,1890,3045,2022,1665,1023,1145,2491
"FBgn0051644",0,0,2,2,3,1,0,0,0,0,0,0
"FBgn0051646",1,5,8,5,20,110,193,412,943,1581,847,2132
"FBgn0051647",0,2,1,1,0,6,6,3,9,4,2,6
"FBgn0051648",1200,282,1268,600,519,997,1051,945,1045,839,490,1124
"FBgn0051658",517,342,643,268,223,238,254,147,110,56,87,171
"FBgn0051659",0,1,3,1,2,9,31,9,15,24,3,82
"FBgn0051660",14,39,165,107,140,717,1751,2376,2551,3167,1467,3005
"FBgn0051661",0,1,1,1,1,2,2,1,0,0,0,1
"FBgn0051663",4,12,29,46,117,513,1121,1642,2480,3508,2138,4248
"FBgn0051664",1,2,4,0,1,5,27,148,401,563,859,1661
"FBgn0051665",16,8,24,49,106,636,1817,3573,7631,11211,5609,13504
"FBgn0051668",6,10,8,8,24,70,126,145,301,491,277,458
"FBgn0051673",963,1162,1511,204,431,551,1146,1140,1929,1819,1133,2961
"FBgn0051674",37,41,38,20,47,69,181,118,200,278,389,803
"FBgn0051675",5,3,37,81,74,210,574,712,1567,2024,1274,2927
"FBgn0051676",17,5,17,34,78,668,1514,1972,4064,3284,1196,2741
"FBgn0051677",0,0,0,0,1,0,2,0,0,3,0,3
"FBgn0051678",7510,4142,9814,7721,6268,5037,7649,5297,4955,4099,1967,4225
"FBgn0051679",1,6,18,3,5,2,2,1,2,1,0,6
"FBgn0051680",0,0,1,1,1,0,2,0,0,0,0,0
"FBgn0051681",0,0,0,1,1,0,0,1,1,0,0,0
"FBgn0051682",2,4,11,3,2,1,1,1,0,0,0,3
"FBgn0051683",1,4,12,5,7,9,14,2,7,4,3,10
"FBgn0051686",16,10,24,8,11,11,9,5,7,18,18,52
"FBgn0051687",41,30,83,40,38,21,16,8,8,2,0,4
"FBgn0051688",6630,1519,437,379,634,2073,2437,4085,3238,3939,2322,3720
"FBgn0051690",12,9,49,170,257,1526,3010,2765,2088,2211,660,1443
"FBgn0051693",0,7,2,0,3,0,1,0,0,1,0,1
"FBgn0051694",16725,6137,26491,11482,10326,12193,16172,18550,20190,17688,7930,17435
"FBgn0051697",2,39,180,111,64,71,109,79,98,114,41,83
"FBgn0051698",1,3,6,9,9,0,1,2,1,2,0,3
"FBgn0051702",0,0,0,0,0,0,0,0,0,1,0,0
"FBgn0051704",0,0,0,0,1,0,3,4,8,11,6,26
"FBgn0051706",1,0,4,0,3,6,11,57,207,752,683,1544
"FBgn0051708",4,2,4,11,17,63,323,748,1097,1283,597,1626
"FBgn0051709",0,0,2,1,6,6,8,1,2,0,0,1
"FBgn0051710",13,146,1072,676,709,976,1954,1350,1863,896,248,738
"FBgn0051712",2123,2260,6443,4712,3739,3910,5280,2607,2758,2603,1555,3372
"FBgn0051713",356,512,1390,654,462,526,616,239,300,235,140,320
"FBgn0051715",1006,1176,3089,754,818,1303,1699,333,571,362,410,1211
"FBgn0051716",15551,12542,25012,15704,14399,14410,23497,11371,11994,10558,7540,16144
"FBgn0051717",1293,874,1870,1409,1444,2777,2300,918,868,836,349,885
"FBgn0051718",3,28,155,27,26,17,26,3,5,3,1,3
"FBgn0051719",29,293,921,511,553,2291,5207,4689,9999,8785,2766,6023
"FBgn0051720",11,56,153,133,247,686,1149,233,427,296,432,1118
"FBgn0051721",85,1116,5796,3645,4147,7349,8248,6191,5383,4639,1567,3040
"FBgn0051728",4,33,133,56,125,603,832,542,110,135,735,1356
"FBgn0051729",13856,11855,16020,10982,11427,16948,21376,22724,24545,22483,10248,22942
"FBgn0051730",0,0,0,0,0,0,0,1,3,1,0,3
"FBgn0051735",0,0,0,0,1,0,1,0,0,2,0,0
"FBgn0051739",12379,13594,27746,10949,10136,7735,14117,7917,6921,3860,4847,9268
"FBgn0051740",0,0,0,2,8,1,1,1,1,0,0,1
"FBgn0051741",0,1,1,0,4,5,8,3,0,11,11,13
"FBgn0051742",0,0,3,2,4,0,1,1,0,0,0,0
"FBgn0051752",0,1,20,2,6,1,4,1,0,2,2,2
"FBgn0051755",4399,3324,1998,601,888,412,1230,466,320,173,149,465
"FBgn0051759",855,724,407,138,276,359,916,299,364,151,158,525
"FBgn0051760",13,236,806,135,153,440,835,726,1162,1938,1694,3831
"FBgn0051763",1,7,38,108,198,482,944,752,459,403,215,382
"FBgn0051769",0,6,3,1,2,2,11,9,9,72,316,718
"FBgn0051772",3,7,36,50,52,251,626,1281,2293,3022,1652,3481
"FBgn0051773",0,0,3,1,4,2,6,3,7,13,9,26
"FBgn0051774",0,6,7,13,35,169,388,449,842,1299,642,1559
"FBgn0051776",1,6,38,22,22,21,39,16,23,22,5,42
"FBgn0051777",59,44,222,145,184,1493,2319,3406,3948,4692,1323,2689
"FBgn0051778",2,1,4,9,16,42,203,371,1238,854,968,1967
"FBgn0051779",0,0,0,0,0,0,0,0,0,1,0,1
"FBgn0051781",50,24,62,135,229,1957,5450,13057,18311,12529,2220,4777
"FBgn0051782",439,347,781,367,413,396,827,186,167,101,67,219
"FBgn0051784",0,0,0,0,3,1,0,0,0,0,0,0
"FBgn0051785",0,1,3,8,12,3,16,7,20,13,31,74
"FBgn0051786",0,0,2,0,5,2,17,153,386,599,290,594
"FBgn0051788",0,0,0,0,2,0,1,0,2,0,1,0
"FBgn0051789",0,4,27,8,6,6,6,8,14,276,655,2299
"FBgn0051790",11,9,20,21,30,110,377,1681,1882,1565,301,646
"FBgn0051792",8,80,607,209,75,31,110,411,864,1220,1540,3915
"FBgn0051793",2645,1649,3247,861,628,435,670,426,681,1490,2265,6263
"FBgn0051797",0,1,6,7,9,4,1,7,4,5,0,2
"FBgn0051798",2,3,31,49,51,29,48,39,23,13,5,11
"FBgn0051800",486,988,3338,1458,1509,1905,2563,597,737,552,701,1606
"FBgn0051802",0,0,0,0,3,0,1,0,1,1,0,2
"FBgn0051803",5,30,127,67,45,45,59,14,16,10,4,21
"FBgn0051805",0,3,4,7,7,5,14,6,4,7,1,6
"FBgn0051806",0,0,0,0,2,0,1,0,2,2,3,6
"FBgn0051807",36,28,28,13,25,14,33,10,17,1,8,26
"FBgn0051809",0,16,89,31,50,127,267,17,23,18,12,20
"FBgn0051810",0,0,0,0,1,4,19,26,63,46,77,222
"FBgn0051812",47,60,165,125,118,162,273,58,73,47,31,93
"FBgn0051813",1016,870,1632,10827,24443,186782,197632,436849,365224,64877,1528,2789
"FBgn0051814",1,3,8,9,21,151,337,841,1514,1795,808,1888
"FBgn0051815",0,0,3,5,5,6,17,6,2,3,0,4
"FBgn0051816",1,0,0,0,1,0,7,5,6,5,3,15
"FBgn0051820",0,0,1,0,7,1,1,1,0,2,0,4
"FBgn0051821",1,2,0,7,21,151,439,198,148,524,577,1313
"FBgn0051822",0,1,0,0,0,0,0,0,0,0,0,1
"FBgn0051823",0,3,20,7,15,144,518,347,211,150,38,77
"FBgn0051824",0,0,0,0,0,0,1,2,0,1,0,0
"FBgn0051826",1,2,7,3,4,6,6,11,65,300,84,123
"FBgn0051832",0,0,1,5,12,47,166,83,209,122,30,107
"FBgn0051845",0,2,0,2,3,5,5,14,12,24,30,57
"FBgn0051846",1,5,30,12,2,0,1,9,43,92,95,271
"FBgn0051847",9,33,160,72,25,20,49,379,1558,2945,1784,4100
"FBgn0051848",0,0,0,0,0,0,1,6,9,12,8,10
"FBgn0051849",2251,1680,1996,915,1016,1074,1148,910,610,299,466,945
"FBgn0051851",0,0,0,0,0,0,0,1,0,0,1,0
"FBgn0051852",3834,2013,1701,724,700,866,1024,657,554,512,433,983
"FBgn0051855",1952,1507,3851,3066,3285,3663,4503,1520,1685,1325,658,1613
"FBgn0051856",0,0,3,3,4,6,5,2,5,8,0,2
"FBgn0051858",0,1,1,4,0,1,2,4,3,5,1,5
"FBgn0051860",0,6,10,2,0,6,9,3,8,10,16,22
"FBgn0051862",0,0,0,0,0,0,0,1,2,0,1,1
"FBgn0051864",51,60,91,55,52,39,70,46,44,27,25,40
"FBgn0051865",2,1,2,2,1,3,0,1,0,1,1,1
"FBgn0051866",1,1,1,2,2,1,2,3,2,0,0,2
"FBgn0051867",0,0,0,0,0,0,0,0,0,0,0,2
"FBgn0051869",7,8,14,72,131,1376,1953,2465,1653,3079,899,1909
"FBgn0051870",0,0,0,1,3,0,0,0,1,0,1,2
"FBgn0051871",19,209,524,140,325,1570,1959,2777,10338,7203,572,1126
"FBgn0051872",0,0,1,5,24,1,1,0,1,1,1,0
"FBgn0051874",0,2,1,1,6,13,35,99,147,127,41,76
"FBgn0051875",1130,971,2669,1243,1061,845,804,557,352,190,290,465
"FBgn0051876",1,0,2,0,5,3,0,0,1,1,0,0
"FBgn0051882",1,0,0,2,5,9,10,5,4,14,0,5
"FBgn0051897",140,62,174,64,45,38,66,15,22,20,8,42
"FBgn0051898",424,300,539,200,190,97,225,58,69,23,44,134
"FBgn0051900",22,342,611,261,195,129,177,210,849,1754,825,2137
"FBgn0051901",4,11,71,4,28,7,64,221,882,1412,1558,3885
"FBgn0051902",0,1,3,3,1,3,3,0,0,4,0,2
"FBgn0051907",0,3,56,23,34,11,34,7,7,10,7,26
"FBgn0051908",8129,6450,18389,10104,8042,11021,11187,7529,5559,6589,3194,5750
"FBgn0051909",0,0,1,1,0,0,4,0,0,1,0,0
"FBgn0051910",0,0,1,1,3,0,1,0,7,8,6,15
"FBgn0051913",3,10,14,25,18,4,21,23,17,25,8,15
"FBgn0051915",2004,844,1443,2526,3422,8098,11889,7820,5523,2411,317,781
"FBgn0051920",1,1,3,13,9,4,15,6,10,11,11,13
"FBgn0051921",0,3,28,18,19,0,20,15,13,12,8,18
"FBgn0051922",48,50,145,149,165,233,416,63,78,58,36,116
"FBgn0051924",0,0,2,4,3,2,3,2,4,15,1,68
"FBgn0051926",0,2,5,5,11,3,5,3,2,10,14,30
"FBgn0051928",0,0,4,0,1,3,12,18,66,139,40,132
"FBgn0051933",0,0,0,0,0,0,0,0,0,1,0,0
"FBgn0051935",2674,735,2212,1591,1251,1545,2408,1374,1161,1184,481,1221
"FBgn0051948",0,0,1,1,9,0,4,0,7,2,0,2
"FBgn0051949",0,0,2,0,1,0,1,0,0,0,0,0
"FBgn0051950",717,824,2904,1363,1140,2090,1280,817,481,447,183,337
"FBgn0051952",0,0,0,7,4,12,27,22,20,56,1,7
"FBgn0051953",13,1,3,3,1,3,7,4,3,10,3,4
"FBgn0051954",0,0,1,1,0,1,1,12,72,140,2,8
"FBgn0051955",0,7,14,60,160,308,489,115,105,61,14,76
"FBgn0051956",12,44,385,158,112,135,280,1109,2304,3674,1737,3853
"FBgn0051957",1203,891,1975,926,867,1073,1204,389,530,418,342,708
"FBgn0051958",0,0,0,0,0,1,0,0,0,0,0,0
"FBgn0051959",0,0,1,1,0,2,22,70,199,224,113,217
"FBgn0051960",0,0,0,1,0,1,1,2,1,2,1,12
"FBgn0051961",2978,2007,2290,1485,1550,1664,2782,1801,1876,1661,1043,2422
"FBgn0051973",62,225,1083,764,707,830,4032,7942,17451,15574,3062,8198
"FBgn0051974",1,27,319,350,193,146,349,207,343,473,918,2344
"FBgn0051988",1,14,24,3,19,8,16,9,8,1,1,2
"FBgn0051989",1846,1161,5357,2394,1686,1382,1968,879,819,802,400,976
"FBgn0051992",40018,48118,61009,40089,38544,33696,66915,36107,33849,24385,24235,48574
"FBgn0051997",36,32,73,26,43,144,846,1512,3124,1793,1300,3841
"FBgn0051998",9329,4070,16107,10779,10908,10100,23034,4942,6413,4252,2099,6408
"FBgn0051999",216,378,917,425,505,951,4561,2394,4666,3778,1874,5815
"FBgn0052000",1485,1685,6331,3268,3588,2938,10248,2361,3983,2528,1669,5163
"FBgn0052006",0,3,10,22,49,160,283,35,135,89,49,173
