"","SRX008333","SRX008334","SRX008331","SRX008332"
"ENSG00000119541",14,35,53,61
"ENSG00000119559",25,21,16,22
"ENSG00000119574",28,29,31,26
"ENSG00000119596",319,316,386,337
"ENSG00000119638",184,173,293,351
"ENSG00000119640",15,10,9,14
"ENSG00000119650",0,2,27,37
"ENSG00000119655",24,17,117,133
"ENSG00000119661",11,4,7,10
"ENSG00000119669",89,72,61,41
"ENSG00000119673",4,3,15,8
"ENSG00000119681",1,0,17,21
"ENSG00000119684",23,34,7,5
"ENSG00000119689",45,35,78,96
"ENSG00000119705",119,114,94,83
"ENSG00000119707",314,316,332,341
"ENSG00000119711",19,13,60,48
"ENSG00000119718",105,124,176,197
"ENSG00000119720",12,12,78,82
"ENSG00000119723",15,9,48,41
"ENSG00000119725",27,17,32,57
"ENSG00000119760",35,32,53,52
"ENSG00000119844",29,32,30,29
"ENSG00000119865",0,0,17,8
"ENSG00000119878",17,9,6,18
"ENSG00000119899",8,6,12,21
"ENSG00000119929",13,8,10,15
"ENSG00000119950",6,7,25,32
"ENSG00000119953",23,12,19,16
"ENSG00000119986",2,1,15,10
"ENSG00000120063",359,423,159,205
"ENSG00000120071",130,95,159,166
"ENSG00000120129",2,2,61,58
"ENSG00000120149",0,0,19,19
"ENSG00000120279",38,36,0,0
"ENSG00000120306",8,4,18,15
"ENSG00000120314",16,18,14,11
"ENSG00000120333",14,15,24,27
"ENSG00000120438",17,16,17,21
"ENSG00000120451",13,4,1,3
"ENSG00000120526",23,44,24,40
"ENSG00000120539",48,64,68,77
"ENSG00000120594",1,0,24,22
"ENSG00000120647",41,35,49,52
"ENSG00000120656",9,9,28,20
"ENSG00000120688",32,27,47,46
"ENSG00000120690",96,101,5,8
"ENSG00000120696",1,4,19,12
"ENSG00000120798",17,30,60,68
"ENSG00000120800",185,195,223,223
"ENSG00000120802",276,213,119,80
"ENSG00000120805",60,52,134,166
"ENSG00000120820",0,2,16,13
"ENSG00000120832",9,3,15,24
"ENSG00000120833",0,0,14,9
"ENSG00000120837",17,22,5,12
"ENSG00000120860",12,10,8,7
"ENSG00000120868",21,17,27,20
"ENSG00000120925",7,2,11,15
"ENSG00000121031",1782,1533,2382,2053
"ENSG00000121057",154,172,332,312
"ENSG00000121058",8,9,34,41
"ENSG00000121060",27,31,155,153
"ENSG00000121064",25,25,64,68
"ENSG00000121068",0,0,47,42
"ENSG00000121083",55,31,59,36
"ENSG00000121274",39,42,49,58
"ENSG00000121281",142,156,28,35
"ENSG00000121297",0,0,65,72
"ENSG00000121361",0,0,34,30
"ENSG00000121410",19,15,7,15
"ENSG00000121417",11,5,14,7
"ENSG00000121454",2,6,14,20
"ENSG00000121579",9,12,13,18
"ENSG00000121621",46,50,65,75
"ENSG00000121680",44,48,54,44
"ENSG00000121691",147,94,45,63
"ENSG00000121743",0,0,26,22
"ENSG00000121766",5,19,12,17
"ENSG00000121774",346,296,734,674
"ENSG00000121851",20,15,14,13
"ENSG00000121864",24,23,16,10
"ENSG00000121931",19,23,18,19
"ENSG00000121966",802,721,12,11
"ENSG00000122042",2,2,29,35
"ENSG00000122122",51,32,0,0
"ENSG00000122140",15,7,18,22
"ENSG00000122188",14,9,0,0
"ENSG00000122257",9,13,10,7
"ENSG00000122299",93,98,173,137
"ENSG00000122378",0,2,26,21
"ENSG00000122390",22,22,31,28
"ENSG00000122687",37,41,57,52
"ENSG00000122692",31,14,34,32
"ENSG00000122728",8,12,14,24
"ENSG00000122729",11,19,43,42
"ENSG00000122778",11,4,172,176
"ENSG00000122824",0,0,19,19
"ENSG00000122863",0,0,16,16
"ENSG00000122965",90,94,161,157
"ENSG00000122970",2,6,37,47
"ENSG00000122971",8,5,29,26
"ENSG00000122986",117,102,1,0
"ENSG00000123009",67,65,66,82
"ENSG00000123064",445,404,680,586
"ENSG00000123066",116,75,289,278
"ENSG00000123080",45,19,55,46
"ENSG00000123094",0,0,19,17
"ENSG00000123095",0,0,14,17
"ENSG00000123104",5,12,5,3
"ENSG00000123106",14,20,34,44
"ENSG00000123131",5,9,35,28
"ENSG00000123136",116,143,55,61
"ENSG00000123143",723,625,604,559
"ENSG00000123144",450,359,404,378
"ENSG00000123146",51,48,13,12
"ENSG00000123154",33,37,51,33
"ENSG00000123159",60,52,132,146
"ENSG00000123268",46,59,65,80
"ENSG00000123329",69,48,0,0
"ENSG00000123338",188,172,2,0
"ENSG00000123349",65,48,90,75
"ENSG00000123352",127,102,76,74
"ENSG00000123353",28,29,35,45
"ENSG00000123358",32,37,20,20
"ENSG00000123364",0,1,63,58
"ENSG00000123374",168,161,174,170
"ENSG00000123384",0,1,17,11
"ENSG00000123388",1,0,38,35
"ENSG00000123395",63,45,39,25
"ENSG00000123411",3,5,22,11
"ENSG00000123416",167,132,101,101
"ENSG00000123444",19,22,25,19
"ENSG00000123570",0,0,33,39
"ENSG00000123575",20,25,82,94
"ENSG00000123595",2,2,37,36
"ENSG00000123815",34,37,63,54
"ENSG00000123975",117,104,41,78
"ENSG00000123989",24,31,94,84
"ENSG00000124067",32,37,214,178
"ENSG00000124074",7,5,22,30
"ENSG00000124145",1,0,26,17
"ENSG00000124155",30,28,30,35
"ENSG00000124160",43,44,40,39
"ENSG00000124164",13,27,37,56
"ENSG00000124172",44,34,28,33
"ENSG00000124193",18,14,15,16
"ENSG00000124203",19,24,0,0
"ENSG00000124214",30,32,43,49
"ENSG00000124217",15,11,31,16
"ENSG00000124226",16,22,25,27
"ENSG00000124243",43,46,3,0
"ENSG00000124299",18,12,117,97
"ENSG00000124333",13,9,54,42
"ENSG00000124374",37,23,21,21
"ENSG00000124444",25,23,26,25
"ENSG00000124459",5,11,17,14
"ENSG00000124496",32,17,7,6
"ENSG00000124507",17,13,0,0
"ENSG00000124523",33,21,17,20
"ENSG00000124529",12,9,4,0
"ENSG00000124532",4,6,14,14
"ENSG00000124535",71,70,117,137
"ENSG00000124541",97,59,60,98
"ENSG00000124562",16,17,14,7
"ENSG00000124570",0,0,37,37
"ENSG00000124587",37,36,50,61
"ENSG00000124588",11,15,9,6
"ENSG00000124608",8,5,17,17
"ENSG00000124659",53,40,35,23
"ENSG00000124688",9,12,10,8
"ENSG00000124702",72,54,108,116
"ENSG00000124733",81,89,129,123
"ENSG00000124766",77,53,225,186
"ENSG00000124767",109,85,398,372
"ENSG00000124772",41,50,0,0
"ENSG00000124785",2,1,152,166
"ENSG00000124789",404,418,724,629
"ENSG00000125107",682,677,872,848
"ENSG00000125124",18,36,113,113
"ENSG00000125149",34,36,61,61
"ENSG00000125245",28,22,0,0
"ENSG00000125249",66,63,50,38
"ENSG00000125266",2,3,137,117
"ENSG00000125319",15,12,20,17
"ENSG00000125351",21,19,40,44
"ENSG00000125352",39,26,37,44
"ENSG00000125354",70,60,18,15
"ENSG00000125356",50,32,100,209
"ENSG00000125375",9,4,17,8
"ENSG00000125378",0,0,20,29
"ENSG00000125398",0,0,16,16
"ENSG00000125430",0,0,24,17
"ENSG00000125434",5,10,14,8
"ENSG00000125445",95,70,80,107
"ENSG00000125447",194,210,296,300
"ENSG00000125449",31,26,23,21
"ENSG00000125450",54,76,77,104
"ENSG00000125454",130,123,57,60
"ENSG00000125457",105,113,94,87
"ENSG00000125458",62,84,105,83
"ENSG00000125484",80,69,148,154
"ENSG00000125485",8,12,16,6
"ENSG00000125503",401,427,98,94
"ENSG00000125534",22,18,48,63
"ENSG00000125611",18,19,38,36
"ENSG00000125648",63,85,103,105
"ENSG00000125651",216,153,366,317
"ENSG00000125652",40,43,53,30
"ENSG00000125656",208,211,177,127
"ENSG00000125686",85,88,87,90
"ENSG00000125691",29,30,76,105
"ENSG00000125695",24,43,39,42
"ENSG00000125726",50,45,5,3
"ENSG00000125731",30,35,0,3
"ENSG00000125734",81,70,170,150
"ENSG00000125743",126,91,101,128
"ENSG00000125744",12,14,18,16
"ENSG00000125746",62,57,60,65
"ENSG00000125753",94,76,45,32
"ENSG00000125755",359,352,500,483
"ENSG00000125817",228,168,242,179
"ENSG00000125821",40,33,66,82
"ENSG00000125827",13,6,7,6
"ENSG00000125835",304,204,239,264
"ENSG00000125841",6,5,44,50
"ENSG00000125843",9,11,14,15
"ENSG00000125845",0,0,26,14
"ENSG00000125863",26,23,30,35
"ENSG00000125868",15,18,6,13
"ENSG00000125870",14,9,11,15
"ENSG00000125871",19,11,33,36
"ENSG00000125875",22,16,31,34
"ENSG00000125885",173,235,265,231
"ENSG00000125898",35,31,4,15
"ENSG00000125901",80,53,121,98
"ENSG00000125910",45,22,1,0
"ENSG00000125912",282,243,325,287
"ENSG00000125966",7,7,23,23
"ENSG00000125968",123,127,3,7
"ENSG00000125971",20,12,14,9
"ENSG00000125977",35,38,61,59
"ENSG00000125995",31,19,15,24
"ENSG00000126003",126,115,68,55
"ENSG00000126062",35,33,207,173
"ENSG00000126067",262,203,193,207
"ENSG00000126215",167,169,175,166
"ENSG00000126243",28,15,64,63
"ENSG00000126246",9,13,2,3
"ENSG00000126247",394,326,647,549
"ENSG00000126249",41,39,48,55
"ENSG00000126254",221,211,163,163
"ENSG00000126261",146,133,200,207
"ENSG00000126264",14,5,0,1
"ENSG00000126267",72,56,45,47
"ENSG00000126351",2,4,50,30
"ENSG00000126368",22,24,25,16
"ENSG00000126391",24,14,17,8
"ENSG00000126432",97,83,78,95
"ENSG00000126453",48,50,34,43
"ENSG00000126456",144,113,52,55
"ENSG00000126457",254,238,199,175
"ENSG00000126458",34,25,14,5
"ENSG00000126461",330,320,307,229
"ENSG00000126464",189,195,156,122
"ENSG00000126581",69,63,69,84
"ENSG00000126602",626,581,1249,1153
"ENSG00000126603",5,4,21,29
"ENSG00000126746",161,172,186,170
"ENSG00000126749",47,48,30,51
"ENSG00000126756",18,18,16,21
"ENSG00000126775",8,5,30,23
"ENSG00000126777",201,193,394,437
"ENSG00000126778",2,3,97,104
"ENSG00000126787",126,98,94,101
"ENSG00000126803",8,11,7,6
"ENSG00000126804",73,56,28,27
"ENSG00000126814",36,42,62,49
"ENSG00000126821",175,167,56,55
"ENSG00000126858",38,25,79,91
"ENSG00000126860",36,35,0,0
"ENSG00000126882",72,76,2,2
"ENSG00000126903",58,48,27,30
"ENSG00000126945",23,27,80,86
"ENSG00000127074",124,155,0,0
"ENSG00000127220",58,44,28,32
"ENSG00000127226",99,82,71,67
"ENSG00000127334",87,72,65,82
"ENSG00000127337",92,85,68,82
"ENSG00000127359",11,11,70,79
"ENSG00000127452",63,55,77,66
"ENSG00000127511",94,108,252,237
"ENSG00000127527",126,127,207,186
"ENSG00000127540",92,80,95,91
"ENSG00000127554",53,63,68,50
"ENSG00000127561",25,22,2,3
"ENSG00000127564",128,118,131,108
"ENSG00000127580",34,32,80,68
"ENSG00000127585",53,41,15,22
"ENSG00000127616",1998,1692,1107,986
"ENSG00000127663",29,36,49,37
"ENSG00000127666",174,140,12,8
"ENSG00000127720",4,4,24,16
"ENSG00000127774",54,42,99,113
"ENSG00000127804",10,4,20,21
"ENSG00000127884",73,57,129,144
"ENSG00000128011",5,0,106,77
"ENSG00000128016",93,76,2,5
"ENSG00000128185",0,1,14,6
"ENSG00000128203",23,16,14,14
"ENSG00000128218",63,47,0,0
"ENSG00000128228",74,49,127,72
"ENSG00000128245",29,27,13,12
"ENSG00000128268",19,29,3,6
"ENSG00000128272",191,145,325,307
"ENSG00000128283",0,0,98,71
"ENSG00000128309",62,60,132,115
"ENSG00000128311",5,5,22,13
"ENSG00000128463",36,37,42,50
"ENSG00000128524",83,82,102,94
"ENSG00000128534",31,42,35,34
"ENSG00000128581",7,2,24,26
"ENSG00000128591",0,0,19,6
"ENSG00000128595",61,61,101,143
"ENSG00000128626",102,73,45,37
"ENSG00000128654",15,11,12,17
"ENSG00000128709",1,0,17,16
"ENSG00000128710",0,0,23,20
"ENSG00000128714",0,0,193,200
"ENSG00000128731",44,35,74,63
"ENSG00000128739",34,14,0,0
"ENSG00000128789",55,55,57,53
"ENSG00000128791",14,21,95,111
"ENSG00000128829",73,82,211,186
"ENSG00000128833",14,13,58,57
"ENSG00000128872",1,1,77,69
"ENSG00000128881",4,6,17,23
"ENSG00000128891",64,42,22,14
"ENSG00000128908",95,99,98,78
"ENSG00000128915",32,44,39,34
"ENSG00000128918",1,0,55,46
"ENSG00000128923",22,29,17,20
"ENSG00000128944",80,75,74,68
"ENSG00000128951",49,39,23,19
"ENSG00000128965",18,13,18,13
"ENSG00000128973",211,182,389,344
"ENSG00000128989",39,36,27,26
"ENSG00000129003",98,94,103,111
"ENSG00000129028",0,0,17,19
"ENSG00000129055",14,7,10,15
"ENSG00000129083",202,176,322,333
"ENSG00000129084",23,13,38,37
"ENSG00000129158",25,13,55,44
"ENSG00000129173",103,135,80,80
"ENSG00000129197",10,22,51,48
"ENSG00000129219",28,21,77,65
"ENSG00000129235",20,10,29,48
"ENSG00000129245",36,45,237,211
"ENSG00000129250",116,93,307,294
"ENSG00000129255",4,11,33,26
"ENSG00000129282",81,72,28,23
"ENSG00000129315",16,8,13,7
"ENSG00000129317",19,16,28,36
"ENSG00000129347",34,38,45,60
"ENSG00000129351",1327,1405,1399,1257
"ENSG00000129353",86,71,51,32
"ENSG00000129355",24,33,6,12
"ENSG00000129460",38,37,86,91
"ENSG00000129465",10,16,0,0
"ENSG00000129473",31,34,138,144
"ENSG00000129474",0,0,27,35
"ENSG00000129480",28,14,18,11
"ENSG00000129484",52,45,124,131
"ENSG00000129514",0,1,19,19
"ENSG00000129515",37,24,50,53
"ENSG00000129518",27,23,52,39
"ENSG00000129559",18,17,13,12
"ENSG00000129625",15,14,9,8
"ENSG00000129636",38,39,59,81
"ENSG00000129657",164,152,50,55
"ENSG00000129667",167,162,65,49
"ENSG00000129675",332,291,25,31
"ENSG00000129911",148,77,49,36
"ENSG00000129932",45,51,41,48
"ENSG00000129933",120,123,290,239
"ENSG00000129946",0,0,24,32
"ENSG00000129993",46,58,2,3
"ENSG00000130005",32,57,60,53
"ENSG00000130038",44,31,4,1
"ENSG00000130054",3,1,102,97
"ENSG00000130119",12,8,4,6
"ENSG00000130158",75,88,150,117
"ENSG00000130159",35,32,68,54
"ENSG00000130164",224,181,111,123
"ENSG00000130165",105,142,157,140
"ENSG00000130175",556,522,1744,1648
"ENSG00000130193",14,13,26,31
"ENSG00000130202",0,0,122,150
"ENSG00000130204",41,43,39,29
"ENSG00000130224",1,0,125,144
"ENSG00000130244",27,10,17,11
"ENSG00000130254",151,144,88,89
"ENSG00000130255",48,31,70,81
"ENSG00000130283",1,0,28,23
"ENSG00000130299",126,133,177,176
"ENSG00000130303",128,100,0,0
"ENSG00000130309",102,73,90,65
"ENSG00000130311",87,74,49,47
"ENSG00000130312",201,152,94,69
"ENSG00000130313",155,148,189,186
"ENSG00000130332",120,81,66,83
"ENSG00000130338",19,20,55,35
"ENSG00000130340",0,0,127,123
"ENSG00000130363",2,5,24,17
"ENSG00000130382",180,146,105,106
"ENSG00000130449",1,1,57,71
"ENSG00000130475",201,178,8,11
"ENSG00000130479",227,194,226,163
"ENSG00000130487",15,9,4,0
"ENSG00000130489",39,32,23,25
"ENSG00000130511",24,26,21,18
"ENSG00000130513",0,0,15,10
"ENSG00000130517",23,11,3,2
"ENSG00000130520",447,360,343,341
"ENSG00000130522",246,210,523,353
"ENSG00000130529",0,0,19,21
"ENSG00000130544",12,9,10,6
"ENSG00000130669",109,80,192,166
"ENSG00000130724",102,62,88,94
"ENSG00000130725",60,81,95,70
"ENSG00000130726",1261,1169,2170,1904
"ENSG00000130733",66,31,113,114
"ENSG00000130734",84,51,106,77
"ENSG00000130748",43,26,28,12
"ENSG00000130749",150,107,90,61
"ENSG00000130751",13,11,19,11
"ENSG00000130755",110,82,0,1
"ENSG00000130758",35,25,95,62
"ENSG00000130764",8,11,12,16
"ENSG00000130766",339,292,652,560
"ENSG00000130770",68,43,53,41
"ENSG00000130803",14,15,13,10
"ENSG00000130811",124,127,197,208
"ENSG00000130812",10,13,3,1
"ENSG00000130813",16,15,1,1
"ENSG00000130816",1221,1237,1112,1018
"ENSG00000130856",27,13,61,63
"ENSG00000130881",0,0,232,228
"ENSG00000130921",33,31,16,21
"ENSG00000130935",33,32,76,64
"ENSG00000130956",5,4,14,11
"ENSG00000131013",6,6,23,29
"ENSG00000131016",0,0,12,30
"ENSG00000131023",66,46,111,97
"ENSG00000131043",45,37,81,65
"ENSG00000131094",0,0,16,12
"ENSG00000131115",11,9,5,10
"ENSG00000131116",16,22,36,28
"ENSG00000131143",264,191,256,216
"ENSG00000131148",95,71,90,77
"ENSG00000131153",166,154,115,119
"ENSG00000131165",129,127,124,93
"ENSG00000131171",43,64,50,56
"ENSG00000131174",30,42,44,43
"ENSG00000131188",16,26,19,11
"ENSG00000131196",42,48,10,7
"ENSG00000131238",8,12,21,13
"ENSG00000131242",162,135,79,79
"ENSG00000131263",10,7,11,18
"ENSG00000131323",4,7,83,81
"ENSG00000131351",40,34,25,27
"ENSG00000131401",87,96,1,0
"ENSG00000131408",65,57,33,34
"ENSG00000131409",1,0,15,19
"ENSG00000131462",126,123,114,110
"ENSG00000131467",689,730,640,580
"ENSG00000131469",89,74,256,222
"ENSG00000131470",22,26,50,31
"ENSG00000131473",941,834,1272,1197
"ENSG00000131475",89,98,155,149
"ENSG00000131626",87,108,273,256
"ENSG00000131650",13,16,3,6
"ENSG00000131652",99,74,95,92
"ENSG00000131653",286,227,378,325
"ENSG00000131747",879,772,930,847
"ENSG00000131779",17,13,21,12
"ENSG00000131845",18,9,15,15
"ENSG00000131871",20,16,90,71
"ENSG00000131873",30,22,121,93
"ENSG00000131876",4,6,17,14
"ENSG00000131899",42,35,338,343
"ENSG00000131931",30,16,17,15
"ENSG00000131944",8,12,9,11
"ENSG00000131966",46,48,58,69
"ENSG00000131979",26,40,12,12
"ENSG00000132002",70,55,38,51
"ENSG00000132003",47,37,14,21
"ENSG00000132004",21,16,41,38
"ENSG00000132005",53,45,105,89
"ENSG00000132016",1,0,25,26
"ENSG00000132017",141,154,152,154
"ENSG00000132024",64,65,55,59
"ENSG00000132109",28,26,17,11
"ENSG00000132199",11,14,48,50
"ENSG00000132254",105,92,174,160
"ENSG00000132275",57,62,50,61
"ENSG00000132286",19,18,16,11
"ENSG00000132313",13,20,5,3
"ENSG00000132359",102,80,34,34
"ENSG00000132361",346,386,553,450
"ENSG00000132382",86,100,244,209
"ENSG00000132383",211,196,565,575
"ENSG00000132386",9,5,76,71
"ENSG00000132388",265,255,150,147
"ENSG00000132394",7,4,14,10
"ENSG00000132432",6,6,16,9
"ENSG00000132465",519,572,0,0
"ENSG00000132467",156,177,63,72
"ENSG00000132471",40,39,68,73
"ENSG00000132475",114,115,208,209
"ENSG00000132478",74,63,191,175
"ENSG00000132481",47,33,5,9
"ENSG00000132485",19,21,63,42
"ENSG00000132510",86,64,106,92
"ENSG00000132522",58,45,142,135
"ENSG00000132589",117,94,105,118
"ENSG00000132591",23,23,37,35
"ENSG00000132600",56,51,94,79
"ENSG00000132603",28,36,39,50
"ENSG00000132604",154,118,109,147
"ENSG00000132612",235,191,231,237
"ENSG00000132613",0,0,86,72
"ENSG00000132623",22,20,33,18
"ENSG00000132646",349,345,297,291
"ENSG00000132661",33,34,18,20
"ENSG00000132670",27,42,43,52
"ENSG00000132718",242,174,4,9
"ENSG00000132740",42,46,108,103
"ENSG00000132744",93,70,0,0
"ENSG00000132749",15,18,7,9
"ENSG00000132773",18,14,31,23
"ENSG00000132819",315,313,47,46
"ENSG00000132823",42,28,59,42
"ENSG00000132825",19,22,13,23
"ENSG00000132952",7,11,19,34
"ENSG00000132963",47,44,49,64
"ENSG00000132965",15,16,0,0
"ENSG00000133028",24,15,66,68
"ENSG00000133059",20,14,66,62
"ENSG00000133119",51,64,95,91
"ENSG00000133124",0,0,3214,2901
"ENSG00000133131",0,0,16,18
"ENSG00000133134",0,0,39,50
"ENSG00000133193",65,58,71,93
"ENSG00000133195",21,17,30,22
"ENSG00000133243",293,230,587,485
"ENSG00000133250",64,65,71,67
"ENSG00000133265",85,85,73,66
"ENSG00000133275",196,189,206,171
"ENSG00000133313",64,86,118,114
"ENSG00000133315",8,7,56,79
"ENSG00000133316",69,84,68,57
"ENSG00000133318",9,11,22,39
"ENSG00000133393",83,82,74,81
"ENSG00000133597",33,19,30,30
"ENSG00000133639",151,117,40,39
"ENSG00000133704",157,122,260,241
"ENSG00000133739",7,14,7,4
"ENSG00000133773",12,16,30,37
"ENSG00000133789",369,309,80,78
"ENSG00000133805",62,61,4,1
"ENSG00000133816",0,0,26,24
"ENSG00000133858",38,68,37,35
"ENSG00000133874",24,15,23,25
"ENSG00000133884",63,90,106,104
"ENSG00000133935",82,65,66,69
"ENSG00000133961",128,108,107,104
"ENSG00000133983",29,22,31,49
"ENSG00000133985",107,82,13,6
"ENSG00000133997",13,14,22,23
"ENSG00000134001",31,24,20,27
"ENSG00000134030",3,4,48,46
"ENSG00000134046",521,595,20,19
"ENSG00000134049",38,64,48,45
"ENSG00000134086",28,18,52,25
"ENSG00000134138",50,52,58,39
"ENSG00000134153",45,31,94,80
"ENSG00000134222",10,7,42,17
"ENSG00000134248",20,12,26,28
"ENSG00000134265",34,42,33,38
"ENSG00000134283",65,66,40,44
"ENSG00000134285",35,21,0,1
"ENSG00000134291",105,60,178,154
"ENSG00000134294",34,18,302,279
"ENSG00000134419",13,17,14,16
"ENSG00000134440",219,233,157,147
"ENSG00000134444",22,27,51,57
"ENSG00000134508",101,78,72,69
"ENSG00000134569",32,28,91,85
"ENSG00000134574",11,3,37,32
"ENSG00000134575",5,5,13,22
"ENSG00000134590",0,0,30,39
"ENSG00000134602",31,36,67,84
"ENSG00000134690",224,198,92,88
"ENSG00000134748",13,8,16,17
"ENSG00000134755",0,0,74,68
"ENSG00000134758",16,19,46,44
"ENSG00000134759",69,71,195,198
"ENSG00000134762",0,0,85,109
"ENSG00000134775",9,6,99,102
"ENSG00000134779",217,203,244,200
"ENSG00000134780",0,0,51,36
"ENSG00000134802",273,304,0,0
"ENSG00000134809",116,104,79,65
"ENSG00000134825",72,55,113,152
"ENSG00000134909",0,0,26,17
"ENSG00000134910",248,202,1015,949
"ENSG00000134954",814,602,2,1
"ENSG00000134996",55,68,25,23
"ENSG00000135018",264,232,306,304
"ENSG00000135040",10,7,14,19
"ENSG00000135045",78,81,53,55
"ENSG00000135047",0,0,15,12
"ENSG00000135069",119,112,146,121
"ENSG00000135090",104,92,29,41
"ENSG00000135097",0,0,65,41
"ENSG00000135108",84,65,182,178
"ENSG00000135111",0,0,52,51
"ENSG00000135119",18,14,8,6
"ENSG00000135124",13,5,35,29
"ENSG00000135127",37,29,4,6
"ENSG00000135144",1797,1581,1,1
"ENSG00000135148",34,35,103,98
"ENSG00000135211",30,23,22,23
"ENSG00000135298",0,0,19,11
"ENSG00000135333",0,0,23,19
"ENSG00000135334",139,105,103,81
"ENSG00000135341",34,45,58,60
"ENSG00000135365",78,81,74,81
"ENSG00000135372",404,372,404,352
"ENSG00000135387",259,283,388,347
"ENSG00000135390",74,58,102,98
"ENSG00000135392",18,17,20,24
"ENSG00000135404",56,21,187,189
"ENSG00000135414",78,77,60,51
"ENSG00000135424",1,2,11,25
"ENSG00000135426",31,50,0,0
"ENSG00000135439",184,169,35,31
"ENSG00000135441",65,41,87,85
"ENSG00000135446",217,211,382,412
"ENSG00000135451",41,49,35,35
"ENSG00000135452",7,10,25,26
"ENSG00000135457",95,84,72,85
"ENSG00000135469",18,25,39,43
"ENSG00000135473",84,136,340,330
"ENSG00000135476",299,274,343,307
"ENSG00000135482",35,32,44,37
"ENSG00000135486",11,8,17,13
"ENSG00000135503",13,10,57,50
"ENSG00000135506",291,240,519,418
"ENSG00000135521",79,75,200,175
"ENSG00000135525",5,1,59,39
"ENSG00000135547",15,15,28,30
"ENSG00000135643",31,39,13,12
"ENSG00000135655",20,18,29,25
"ENSG00000135677",8,1,17,12
"ENSG00000135686",21,8,20,11
"ENSG00000135698",27,32,33,41
"ENSG00000135709",6,13,13,15
"ENSG00000135720",2,11,12,7
"ENSG00000135736",19,27,52,34
"ENSG00000135740",2,1,14,16
"ENSG00000135763",4,2,18,14
"ENSG00000135766",8,3,11,20
"ENSG00000135828",18,11,10,9
"ENSG00000135847",13,4,17,17
"ENSG00000135900",53,35,55,82
"ENSG00000135916",0,0,21,16
"ENSG00000135940",11,15,33,23
"ENSG00000135956",23,20,12,13
"ENSG00000135966",123,106,105,94
"ENSG00000135972",14,17,27,32
"ENSG00000135974",21,19,17,20
"ENSG00000136003",50,51,48,35
"ENSG00000136010",0,0,24,22
"ENSG00000136026",78,58,411,357
"ENSG00000136044",19,28,103,115
"ENSG00000136045",82,85,181,184
"ENSG00000136051",48,53,62,73
"ENSG00000136122",11,11,11,9
"ENSG00000136141",7,11,2,5
"ENSG00000136146",10,12,17,13
"ENSG00000136156",6,4,37,45
"ENSG00000136158",0,0,42,30
"ENSG00000136159",35,31,34,48
"ENSG00000136169",11,8,0,1
"ENSG00000136213",48,39,44,44
"ENSG00000136319",17,19,29,27
"ENSG00000136379",2,1,35,29
"ENSG00000136381",131,147,389,399
"ENSG00000136404",12,6,7,7
"ENSG00000136425",0,1,53,60
"ENSG00000136448",334,299,664,642
"ENSG00000136450",440,490,419,434
"ENSG00000136451",34,17,36,46
"ENSG00000136463",59,48,94,89
"ENSG00000136478",57,54,159,133
"ENSG00000136480",22,35,33,20
"ENSG00000136485",33,47,44,42
"ENSG00000136490",972,983,47,40
"ENSG00000136492",41,45,79,72
"ENSG00000136522",83,74,11,29
"ENSG00000136573",365,333,0,1
"ENSG00000136574",1,0,37,34
"ENSG00000136710",69,66,26,36
"ENSG00000136754",40,35,20,17
"ENSG00000136813",4,6,20,22
"ENSG00000136842",0,0,30,32
"ENSG00000136870",9,6,25,35
"ENSG00000136874",23,33,59,69
"ENSG00000136888",55,60,63,55
"ENSG00000136897",17,21,18,13
"ENSG00000136908",13,8,9,9
"ENSG00000136933",34,33,23,27
"ENSG00000136938",43,29,29,30
"ENSG00000136940",14,6,13,11
"ENSG00000136944",0,0,10,16
"ENSG00000136950",60,56,30,43
"ENSG00000136982",35,42,31,26
"ENSG00000136986",28,23,20,22
"ENSG00000136997",151,160,59,46
"ENSG00000137038",16,18,10,6
"ENSG00000137040",13,11,12,16
"ENSG00000137054",16,16,41,37
"ENSG00000137078",205,147,0,0
"ENSG00000137124",2,3,155,148
"ENSG00000137133",16,10,19,21
"ENSG00000137145",5,3,13,25
"ENSG00000137168",82,79,82,110
"ENSG00000137261",9,19,0,1
"ENSG00000137265",92,74,0,0
"ENSG00000137273",0,0,138,115
"ENSG00000137275",10,9,18,15
"ENSG00000137285",0,0,52,50
"ENSG00000137288",32,20,66,45
"ENSG00000137309",52,48,8,9
"ENSG00000137310",113,101,74,56
"ENSG00000137338",1,5,33,33
"ENSG00000137404",83,87,76,73
"ENSG00000137414",20,25,117,111
"ENSG00000137486",0,0,16,16
"ENSG00000137497",268,230,291,218
"ENSG00000137500",11,11,15,13
"ENSG00000137502",85,85,2,7
"ENSG00000137504",32,60,57,62
"ENSG00000137509",50,40,174,182
"ENSG00000137513",40,35,53,62
"ENSG00000137522",12,2,11,11
"ENSG00000137547",16,16,16,24
"ENSG00000137573",0,0,64,78
"ENSG00000137642",1302,964,15,14
"ENSG00000137656",8,7,12,21
"ENSG00000137692",80,76,58,62
"ENSG00000137693",1,0,44,39
"ENSG00000137700",20,23,54,39
"ENSG00000137713",111,84,36,42
"ENSG00000137720",36,26,34,33
"ENSG00000137726",0,0,15,21
"ENSG00000137766",52,51,0,0
"ENSG00000137770",62,67,59,83
"ENSG00000137804",304,305,240,214
"ENSG00000137806",14,6,12,6
"ENSG00000137807",77,81,208,206
"ENSG00000137812",136,149,41,45
